ID,TR_1_EventInd,TR_2_EventInd,TR_3_EventInd,feature_10_A,feature_10_B,feature_10_F,feature_10_G,feature_1_A,feature_1_B,feature_1_C,feature_1_D,feature_1_E,feature_1_F,feature_1_G,feature_2_A,feature_2_B,feature_2_C,feature_2_D,feature_2_E,feature_2_F,feature_2_G,feature_3_A,feature_3_B,feature_3_C,feature_3_D,feature_3_E,feature_3_F,feature_3_G,feature_4_A,feature_4_B,feature_4_C,feature_4_E,feature_4_F,feature_4_G,feature_5_A,feature_5_B,feature_5_C,feature_5_D,feature_5_E,feature_5_F,feature_5_G,feature_6_A,feature_6_B,feature_6_C,feature_6_D,feature_6_E,feature_6_F,feature_6_G,feature_7_A,feature_7_B,feature_7_C,feature_7_D,feature_7_E,feature_7_F,feature_7_G,feature_8_A,feature_8_B,feature_8_C,feature_8_D,feature_8_E,feature_8_F,feature_8_G,feature_9_A,feature_9_B,feature_9_C,feature_9_D,feature_9_E,feature_9_F,feature_9_G,feature_X_A,feature_X_B,feature_X_C,feature_X_D,index_1,index_2,index_3,Target
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.081,-1.3459597863346773,-0.5904148158666158,,,,1
12,,,,0.0,0.015,0.0,3.0,1.0,0.011,-0.6698857775528649,1.590681561085062,118.67364314285714,0.0,0.0,1.0,0.006,-0.8342772466558267,-0.6632765235517197,44.663857057142856,1.0,1.0,0.0,0.011,-0.6429970789209745,0.7406506166776188,129.36249990714285,1.0,0.0,1.0,0.004,1.3991162951638578,109.24120009285714,1.0,4.0,0.0,0.026,-1.5025924169068745,0.3086483399493014,21.39617852142857,1.0,0.0,1.0,0.006,1.103629530399418,-0.9431154763713964,120.19942853571428,1.0,1.0,1.0,0.004,1.1595160245479097,0.0301342940199637,221.65021439285715,1.0,1.0,1.0,0.012,-0.9211209158456728,-1.312376548971235,14.434328592857142,1.0,4.0,1.0,0.082,1.604469127438365,0.1191344221618213,2.146428571428572,1.0,3.0,1,0.024,1.758176262572084,1.3986947811394594,,,,0
13,,,,0.0,0.028,0.0,0.0,1.0,0.011,1.2764898989252882,-0.9020868806928212,162.47799934285715,1.0,2.0,1.0,0.006,1.388127525413348,-0.6203788411190534,47.03549976428573,1.0,0.0,1.0,0.01,0.9936714950637412,-0.6411894945431974,180.42549982857145,1.0,0.0,0.0,0.01,0.1740347646449762,138.9042854142857,0.0,2.0,1.0,0.036,1.7005713155938107,0.3126104775467709,153.82178539999998,1.0,3.0,1.0,0.01,1.4730066089046898,-0.3428002463642581,287.8800707285714,1.0,0.0,1.0,0.009,1.1932921774845473,-1.3986019077255367,391.0227148928572,1.0,0.0,1.0,0.038,1.7951706032925885,-0.9730541462876308,222.87871466428567,0.0,3.0,0.0,0.047,0.7784918715741499,-0.8528072068099136,6.151,0.0,0.0,0,0.025,0.9596724167485284,-0.1618432014897894,,,,1
14,,,,1.0,0.056,0.0,1.0,0.0,0.02,0.0957058015349919,0.2683144350065416,130.24778580714286,1.0,0.0,1.0,0.011,-1.397447965105601,0.3639270021656578,50.5066427,0.0,0.0,1.0,0.017,-0.4318213657419053,-0.4483793285620536,153.43885630714288,1.0,1.0,0.0,0.007,-1.2105339009126037,,0.0,0.0,1.0,0.048,-0.2611892089317872,-0.0325528318310193,41.84114279285714,1.0,1.0,1.0,0.023,-0.9878552962351878,1.3761616008430304,185.76492802142857,1.0,1.0,1.0,0.013,-0.9745625969537286,0.4167981846875452,290.3718560571429,1.0,1.0,1.0,0.047,-1.26910668017421,1.1163281969024648,15.921695228571428,0.0,1.0,1.0,0.05,-0.5968955514630931,-1.0647471897846827,5.144928571428571,0.0,0.0,0,0.049,-2.3703503002207182,1.5568794199823912,,,,1
15,,,,1.0,0.06,0.0,1.0,1.0,0.007,0.8030032389673879,-0.9371366738378472,176.23771389285716,0.0,1.0,1.0,0.004,-0.632130641449061,0.3949139693597628,53.94864284285714,1.0,1.0,1.0,0.009,1.758761605738929,-1.1692103197390882,159.0094284,1.0,2.0,1.0,0.003,-0.7165584164582599,105.57737122142856,0.0,1.0,0.0,0.02,-1.189260926792195,-1.0291991571079877,120.9250539857143,1.0,0.0,0.0,0.007,0.4422020169596055,-0.770131149737899,276.53578722857145,1.0,0.0,0.0,0.007,-0.4133014946452671,-0.7720137155149235,338.0295721857143,1.0,1.0,1.0,0.046,0.3769137281271891,-0.6538978007617717,131.90309005000003,1.0,1.0,1.0,0.093,-0.1147945231512521,-0.4085792761093665,2.1467857142857145,1.0,1.0,0,0.051,0.8782598889656511,0.9965086190409428,,,,1
16,,,,0.0,0.015,0.0,0.0,1.0,0.003,0.8743670772823798,-1.3077980139509595,117.74250028571429,0.0,4.0,1.0,0.008,1.9398015003540776,1.4563283341832407,44.79135705714286,1.0,1.0,0.0,0.008,0.3305481402980579,-1.797707034334509,130.45492850714285,1.0,0.0,1.0,0.004,-1.8772922627970707,110.21018590714286,1.0,0.0,1.0,0.033,2.372912235952622,0.3634317291831255,22.16953565,1.0,4.0,1.0,0.005,1.0160634684483336,-1.479158396185246,121.31271414285716,1.0,1.0,0.0,0.004,-1.0088611018417568,-1.0774005391713872,223.1512144,1.0,0.0,1.0,0.022,1.4920137499345612,-0.497318287335144,14.588009542857142,1.0,1.0,1.0,0.032,0.950857609119536,-0.833184655497627,2.2152857142857143,1.0,1.0,1,0.025,-1.16078128102819,-0.6286093871144273,,,,1
17,,,,1.0,0.026,0.0,1.0,0.0,0.003,-0.6609478552363666,-0.3060581717947916,,0.0,0.0,1.0,0.006,2.39788965839422,0.2969559738471716,,0.0,2.0,1.0,0.005,1.776203137568524,-0.6451651107937563,,0.0,2.0,0.0,0.006,-0.4643342731103974,,0.0,1.0,0.0,0.043,-1.1670736757571525,0.8318480450109192,,0.0,0.0,0.0,0.005,1.5268027144319771,-1.065894999832686,,0.0,2.0,0.0,0.004,1.1825485922914751,-1.429019918326042,,0.0,2.0,1.0,0.036,1.9584241974488843,0.6296960520045942,,0.0,1.0,1.0,0.037,2.0897262327820667,-0.0149024219966637,,0.0,7.0,0,0.017,0.4809764704807932,-0.5557316013826246,,,,1
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.041,0.6118958563534344,-1.1472760026673314,,,,1
19,,,,1.0,0.03,0.0,2.0,0.0,0.006,-1.9506301323012527,-0.9413836210551344,174.16685724285716,0.0,1.0,1.0,0.011,0.1605231657495656,-1.2134928714937911,54.93978571428571,0.0,1.0,1.0,0.018,1.3552421955246945,-0.7212951883629469,195.72657197142857,0.0,1.0,0.0,0.005,0.6432791723182214,123.11555705000002,1.0,1.0,1.0,0.036,0.0216436381024383,-0.3807198681770484,224.16528565,0.0,3.0,1.0,0.021,1.547840955267265,-0.67124204517844,336.76071406428576,0.0,4.0,1.0,0.017,1.2866715266145634,-1.0583927674311002,429.8097869571429,0.0,4.0,1.0,0.056,1.260200110553303,-0.7716889133838187,294.4255230785714,0.0,1.0,1.0,0.065,-0.9660585026383306,-0.6585384681367403,4.836714285714286,0.0,1.0,1,0.072,1.59176027587842,0.7613242220787309,,,,1
20,,,,0.0,0.009,0.0,0.0,1.0,0.007,0.6735813254202998,-0.8174836922139049,120.61935730000002,1.0,4.0,1.0,0.005,1.5505326879509729,1.947391161700457,51.28242863571429,1.0,2.0,0.0,0.005,0.6319808672027666,-0.923399256516873,139.99328600714287,1.0,0.0,0.0,0.004,-0.7216704753114327,,0.0,0.0,1.0,0.017,1.945908769468948,-0.2971695213286939,36.77767852142857,1.0,4.0,1.0,0.005,1.3220589996391414,-1.3067423787574113,140.39228546428572,1.0,2.0,1.0,0.003,1.2757142213721964,-0.7514235201718614,243.35942895,1.0,2.0,1.0,0.018,1.0089495711955223,-1.1039901400309489,22.409257142857143,1.0,0.0,0.0,0.039,-0.5109011595705273,-0.9904471750044774,2.2316428571428566,1.0,0.0,1,0.025,1.741235341754881,-0.3759065531882183,,,,1
21,,,,1.0,0.014,0.0,1.0,0.0,0.006,1.3662069190199717,0.3550771749826361,167.82592813571426,1.0,0.0,0.0,0.017,0.4451524623452135,0.5634020904626302,62.43992853571429,0.0,2.0,0.0,0.042,-2.059021085180869,1.4558015463870364,222.93350026428573,0.0,0.0,0.0,0.005,-1.1008509260110475,112.2526071,1.0,0.0,0.0,0.059,-1.9751323395036589,-0.1053173362692956,244.56744658571424,0.0,0.0,0.0,0.034,-1.803648709100324,1.1431851448238584,377.7070011357143,0.0,0.0,0.0,0.031,-2.117553399492708,1.602470410875002,451.64157125,0.0,0.0,0.0,0.047,-1.2315106519798311,-0.5862349200797151,292.3061190714285,1.0,1.0,0.0,0.063,0.7954553347784481,-0.1629089323517813,3.7255,1.0,0.0,0,0.066,-1.9674555670510256,-0.5543128951871412,,,,0
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.142,-2.628615551970656,1.35730712761031,,,,1
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.001,0.7036801912755589,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.082,-1.3148603663259368,-1.2393720804004555,,,,1
24,,,,1.0,0.034,0.0,0.0,1.0,0.009,1.204804128588567,-0.5484393627102616,158.7952847142857,1.0,2.0,1.0,0.006,0.6638598928232596,0.1035917433565284,47.16550014285715,1.0,1.0,1.0,0.019,1.7901236005429424,-0.3238750453111497,139.46471417142857,1.0,1.0,1.0,0.008,-0.4750713297375324,107.8856144,0.0,1.0,1.0,0.036,2.5244681789500967,1.056329340570025,77.74978597142858,1.0,4.0,1.0,0.009,1.942262146957741,-0.9662736175008788,224.94671442857145,1.0,4.0,1.0,0.006,2.027168604402457,-0.7713327671138062,300.87328595714285,1.0,2.0,1.0,0.045,-0.4852890799641889,-1.2069393142991554,56.91110004285714,1.0,1.0,0.0,0.049,-1.2927785580161115,-0.4368723332315992,2.727428571428572,0.0,0.0,1,0.04,0.8744473656747003,-0.4010223910913482,,,,1
25,,,,1.0,0.09,0.0,1.0,0.0,0.015,1.3318061099460796,-0.0162492811931241,173.23714282857145,0.0,0.0,1.0,0.016,0.0550676129706966,-0.7076045735993065,53.50249996428572,0.0,0.0,1.0,0.019,1.1354663734767036,-1.4048081028116464,190.4903577428572,0.0,0.0,0.0,0.015,-2.3463133124305804,125.88304981428573,1.0,0.0,1.0,0.047,1.2335470516535143,-0.3400729872370427,208.4877144357143,0.0,5.0,1.0,0.021,1.236113913571283,-0.9452002572763746,324.83499953571425,0.0,0.0,0.0,0.015,1.1045049171112653,-0.7279450547087456,419.9790725571429,0.0,0.0,1.0,0.052,1.5251286330422662,0.2765658906833282,283.3175233142857,1.0,5.0,1.0,0.056,1.3646113987942308,-1.33015584915655,4.951071428571429,0.0,1.0,0,0.03,0.093342385477211,-0.4218573226514276,,,,1
26,,,1.0,1.0,0.023,0.0,0.0,0.0,0.011,1.158694445127857,0.6865603744309277,121.93157165714284,1.0,1.0,1.0,0.015,1.257593307587189,0.1881509303008852,50.381142700000005,0.0,1.0,1.0,0.019,1.4928677113715851,0.8266115196506698,150.28135673571427,1.0,2.0,1.0,0.005,0.0283694906926397,,0.0,0.0,1.0,0.055,1.6143405209176414,1.5997589619930657,39.60507127142857,0.0,2.0,1.0,0.012,1.4193470985763708,0.6833403256369327,173.51192845,1.0,2.0,1.0,0.009,1.2724173926612383,1.1381199875665735,275.78421350714285,1.0,2.0,0.0,0.053,1.3531851179016685,0.1027254301373579,18.84123807142857,0.0,0.0,1.0,0.052,2.097559067137324,0.901709723598112,5.376714285714286,0.0,2.0,0,0.037,1.390051653601368,-1.2395887997767094,,,,1
27,,,,0.0,0.047,0.0,1.0,0.0,0.009,-2.1584506952819487,0.9140241007546338,177.68292865,0.0,0.0,1.0,0.007,1.1750038867183594,0.1150009768311956,58.06414275714285,1.0,0.0,1.0,0.017,0.5168247336341266,-0.0456012019105758,176.58085665714285,1.0,0.0,0.0,0.004,2.256217850945792,104.79842835,1.0,5.0,0.0,0.029,0.9594339927700568,-0.2395191479703652,130.87166122857144,1.0,0.0,1.0,0.017,0.6788260361577116,0.238629635486799,294.5253581857143,1.0,0.0,1.0,0.009,0.935791658303112,-0.3120075189063309,354.92350139285713,1.0,1.0,1.0,0.049,-1.2214581158184454,0.4222888054039624,180.11694237142856,1.0,1.0,0.0,0.05,1.1877261056320527,-1.0851131186971197,2.142285714285714,1.0,0.0,1,0.07,1.477389902158876,0.3358314419269652,,,,0
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.005,-1.0881821851869842,111.67550002142858,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.054,-1.3874454566167662,-0.4243779374104061,,,,0
29,,,,1.0,0.012,0.0,0.0,1.0,0.009,2.5998684785587702,0.7592240575677186,116.91121458571428,1.0,2.0,1.0,0.006,-0.8434846601422934,0.9687005105403116,45.154999957142856,1.0,1.0,0.0,0.013,-0.7785221735828511,-0.6852739897923813,131.96871405714285,1.0,0.0,1.0,0.004,-2.5095636234041185,111.3425644,0.0,0.0,0.0,0.016,-1.3529938542191058,-0.6668327636233146,23.45051778571429,1.0,0.0,0.0,0.006,-1.4243976783893606,-0.6962319600823763,123.10449984285717,1.0,0.0,0.0,0.005,-1.381747994456351,0.1156662994397488,225.43492868571428,1.0,0.0,0.0,0.04,0.4371637731311552,-0.1957312312015875,15.242795314285717,1.0,0.0,0.0,0.056,-1.4575165954990514,1.483604312087278,2.3445,1.0,0.0,0,0.009,1.044254229607381,-0.5703834794478218,,,,1
30,,,,0.0,0.036,0.0,0.0,0.0,0.02,2.111438503593026,2.946352706219102,142.59314242142855,1.0,7.0,1.0,0.011,-2.927362500474765,2.5391966136076145,51.12728561428572,0.0,0.0,1.0,0.037,-2.5488196567511703,2.688756839313774,158.1030713,1.0,0.0,1.0,0.01,1.7686822166514062,108.4791143642857,1.0,0.0,1.0,0.051,-0.0942514358924885,1.121704669833887,52.32017862142857,1.0,0.0,0.0,0.018,-2.4815578695319243,2.6684328256284315,202.98978543571428,1.0,0.0,0.0,0.038,-2.763338247419248,2.9014330983805565,309.4370714285714,1.0,0.0,0.0,0.049,0.2522968865034978,-0.6362644924977682,25.41937142142857,1.0,0.0,1.0,0.064,-1.898192764002088,0.4182268501261666,4.499785714285713,0.0,0.0,0,0.042,-0.991561580900544,0.4240630849989769,,,,0
31,,,,0.0,0.01,0.0,0.0,0.0,0.006,0.5060302037285417,-0.4165229094003868,118.21700013571429,0.0,0.0,0.0,0.038,-1.9259813593799973,0.4250556308374815,53.097785592857136,0.0,0.0,0.0,0.037,-1.480140345150026,-0.4516883785303659,163.8909998357143,0.0,0.0,0.0,0.007,-1.2079340834746266,110.90382863571428,1.0,0.0,0.0,0.138,-1.990585539671804,0.7763754566486486,62.9791606,0.0,0.0,0.0,0.058,-2.01778798393366,0.7536078489305977,175.28564364285714,0.0,0.0,0.0,0.039,-1.7545502087087257,0.0912761769582377,278.43292823571426,0.0,0.0,0.0,0.061,1.933038157419656,0.2910999337109258,20.3676952,1.0,3.0,0.0,0.104,-1.992485466182946,-0.215249243441377,7.151714285714286,0.0,0.0,0,0.03,-2.7149027810339,1.7460337811430688,,,,1
32,,,,0.0,0.029,0.0,0.0,0.0,0.009,-0.1587670841775001,-0.9712647730093994,,0.0,0.0,1.0,0.011,1.3239718591571472,-0.6097775522845912,,0.0,3.0,1.0,0.005,1.5046862683550848,0.1660932454989936,,0.0,0.0,1.0,0.006,-1.2521948345281615,,0.0,0.0,0.0,0.016,0.8848224954422191,-1.508022047052204,,0.0,0.0,1.0,0.004,1.1235627474256455,-1.3009572273020764,,0.0,0.0,1.0,0.006,1.3484519331430531,-1.190624012562046,,0.0,0.0,0.0,0.014,0.6186482470820138,-1.1663366305274605,,0.0,0.0,1.0,0.098,1.7599655635134366,0.2452911744341356,,0.0,6.0,1,0.026,-0.9046470844931376,0.3767648840720231,,,,1
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.004,-0.4354357572346789,-1.2269366182994974,,,,1
34,,,,1.0,0.022,0.0,1.0,1.0,0.006,-0.2290998421681502,-0.9639202533802942,162.57721383571428,1.0,1.0,1.0,0.007,0.9300878661600916,-0.6697215969135691,47.51792837857143,0.0,1.0,1.0,0.009,-0.4372406854692419,-1.2978674778840835,179.68507165714286,1.0,1.0,0.0,0.01,-0.8373234230410445,138.77174950714286,0.0,0.0,0.0,0.026,-0.2479572770955526,-1.1663785606458783,155.55242832142858,1.0,0.0,0.0,0.015,-0.4784832369661841,-0.85010580330135,291.9594998928572,0.0,0.0,0.0,0.01,-0.0404217303304673,-0.8572691764708528,391.3217149785714,1.0,0.0,0.0,0.041,-0.3122282465543184,-0.3175666283442455,247.41976248571424,0.0,0.0,1.0,0.04,-0.9757966354941336,1.034585842646372,6.254214285714286,1.0,1.0,1,0.024,-0.0312801141547237,-0.3487610913398171,,,,1
35,,,,1.0,0.017,0.0,1.0,0.0,0.011,0.9491998513868412,0.4877626083389733,121.77464302857145,1.0,0.0,0.0,0.005,0.075408138350713,-0.8932027205495751,50.35949987857143,0.0,0.0,0.0,0.008,0.8761031848437448,-0.5819896654929229,150.20757100714286,1.0,0.0,1.0,0.003,-0.6204416284806961,,0.0,0.0,1.0,0.018,0.311722165419683,-0.3877663978764733,39.59042842142857,0.0,0.0,1.0,0.006,0.9868957722024602,-1.093187288555603,173.1507141142857,1.0,0.0,0.0,0.005,1.0642433920304244,-1.0330686635107478,275.40207065,1.0,0.0,1.0,0.03,1.1759953061934607,-1.3475540965531074,18.943261878571427,0.0,2.0,0.0,0.077,0.5886635303564653,-0.0129085380027446,5.391500000000001,0.0,0.0,1,0.064,1.6868550715506894,0.0435666118135399,,,,1
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.015,1.1219144898026634,-0.8556913626037762,,,,1
37,,1.0,,1.0,0.039,0.0,1.0,1.0,0.009,0.9569318420850425,-0.7062232102732762,106.49407120714288,0.0,2.0,1.0,0.024,-1.1593617858395748,0.2481822923914349,41.65271419285715,0.0,1.0,0.0,0.025,-1.1020074456597553,0.3866517809988277,115.64214279285714,0.0,0.0,0.0,0.008,-0.8870156169288794,121.3905571857143,0.0,0.0,1.0,0.037,-0.981734207400442,0.0131835562333172,6.5654642857142855,1.0,3.0,0.0,0.025,-1.071764963860815,0.116925126909189,109.02185685714286,0.0,1.0,1.0,0.023,-1.1153801389342872,-0.131345789082683,202.9922856142857,0.0,1.0,0.0,0.041,-1.0273594886582331,-0.8458104442503891,15.777566628571428,0.0,1.0,1.0,0.176,-0.755823844320159,-0.8071136686548427,3.2940714285714283,0.0,1.0,0,0.04,-0.1964893887988271,-0.228909600479096,,,,0
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.06,1.530068107509995,-0.1678126852697457,,,,0
